Time,Dataset,Repetition,SmoteMin,SmoteMax,RUS,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2021-3-16/21:41:28,ozone,1,0,0,0,None,SVM,638,96.92,52,3.08,0,0.03,0.18,51.14,101.57,1690,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.94,824,97.51,21,2.49,0,0.02,0.16,45.5,101.18,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.95,73
2021-4-20/1:47:60,ozone,1,0,0,1,CFS,C4.5,98,94.23,6,5.77,0.88,0.1,0.22,19.44,44.09,104,0.94,0.06,0.94,0.94,0.94,0.89,0.97,0.96,560,66.27,285,33.73,0.07,0.31,0.51,62.73,102.12,845,0.66,0.1,0.97,0.66,0.78,0.18,0.8,0.97,18
2021-4-20/1:48:5,ozone,1,0,0,1,CFS,IB1,104,100,0,0,1,0.01,0.01,1.89,1.89,104,1,0,1,1,1,1,1,1,621,73.49,224,26.51,0.09,0.27,0.51,53.9,102.01,845,0.73,0.19,0.97,0.73,0.83,0.19,0.77,0.97,18
2021-4-20/1:48:2,ozone,1,0,0,1,CFS,Naive-Bayes,88,84.62,16,15.38,0.69,0.16,0.37,31.06,74.77,104,0.85,0.15,0.85,0.85,0.84,0.7,0.89,0.88,599,70.89,246,29.11,0.1,0.29,0.52,57.78,104.45,845,0.71,0.05,0.97,0.71,0.81,0.22,0.91,0.98,18
2021-4-20/1:48:7,ozone,1,0,0,1,CFS,SVM,89,85.58,15,14.42,0.71,0.14,0.38,28.85,75.96,104,0.86,0.14,0.86,0.86,0.86,0.71,0.86,0.81,617,73.02,228,26.98,0.12,0.27,0.52,53.96,103.89,845,0.73,0.01,0.98,0.73,0.82,0.25,0.86,0.97,18
2021-3-20/17:19:27,ozone,1,0,0,1,None,C4.5,101,97.12,3,2.88,0.94,0.05,0.16,10.01,31.64,104,0.97,0.03,0.97,0.97,0.97,0.94,0.99,0.99,593,70.18,252,29.82,0.08,0.32,0.54,63.14,108.75,845,0.7,0.15,0.97,0.7,0.8,0.19,0.76,0.96,73
2021-3-20/17:19:33,ozone,1,0,0,1,None,IB1,104,100,0,0,1,0.01,0.01,1.89,1.89,104,1,0,1,1,1,1,1,1,593,70.18,252,29.82,0.09,0.3,0.54,60.41,108.2,845,0.7,0.1,0.97,0.7,0.8,0.2,0.8,0.97,73
2021-3-20/17:19:30,ozone,1,0,0,1,None,Naive-Bayes,82,78.85,22,21.15,0.58,0.2,0.44,40.98,88.22,104,0.79,0.21,0.81,0.79,0.79,0.59,0.86,0.85,566,66.98,279,33.02,0.08,0.33,0.57,65.92,113.77,845,0.67,0.1,0.97,0.67,0.78,0.19,0.88,0.97,73
2021-3-20/17:19:36,ozone,1,0,0,1,None,SVM,92,88.46,12,11.54,0.77,0.12,0.34,23.08,67.94,104,0.89,0.12,0.89,0.89,0.89,0.77,0.89,0.84,684,80.95,161,19.05,0.15,0.19,0.44,38.11,87.3,845,0.81,0.1,0.97,0.81,0.88,0.27,0.86,0.97,73
2021-4-17/10:28:36,ozone,1,100,0,0,CFS,C4.5,1723,98.91,19,1.09,0.9,0.02,0.1,17.88,42.37,1742,0.99,0.14,0.99,0.99,0.99,0.9,0.98,0.99,808,95.62,37,4.38,0.19,0.05,0.2,60.49,126.98,845,0.96,0.74,0.96,0.96,0.96,0.19,0.58,0.96,25
2021-4-17/10:28:44,ozone,1,100,0,0,CFS,IB1,1742,100,0,0,1,0,0,0.51,0.24,1742,1,0,1,1,1,1,1,1,800,94.67,45,5.33,0.26,0.05,0.23,65.52,144.48,845,0.95,0.56,0.97,0.95,0.95,0.28,0.69,0.96,25
2021-4-17/10:28:39,ozone,1,100,0,0,CFS,Naive-Bayes,1394,80.02,348,19.98,0.27,0.2,0.44,179.47,183.81,1742,0.8,0.13,0.94,0.8,0.85,0.37,0.91,0.97,657,77.75,188,22.25,0.13,0.22,0.46,268.48,285.94,845,0.78,0.1,0.97,0.78,0.85,0.25,0.9,0.98,25
2021-4-17/10:28:47,ozone,1,100,0,0,CFS,SVM,1638,94.03,104,5.97,0,0.06,0.24,52.96,103.13,1742,0.94,0.94,NaN,0.94,NaN,NaN,0.5,0.89,824,97.51,21,2.49,0,0.02,0.16,30.28,98.75,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.95,25
2021-3-16/21:46:44,ozone,1,100,0,0,None,C4.5,730,99.31,12,0.69,0.94,0.01,0.08,11.17,33.49,1742,0.99,0.1,0.99,0.99,0.99,0.94,0.98,0.99,804,95.15,41,4.85,0.23,0.05,0.22,63.11,135.22,845,0.95,0.65,0.96,0.95,0.96,0.24,0.54,0.95,73
2021-3-16/21:46:56,ozone,1,100,0,0,None,IB1,742,100,0,0,1,0,0,0.51,0.24,1742,1,0,1,1,1,1,1,1,802,94.91,43,5.09,0.22,0.05,0.23,62.63,141.23,845,0.95,0.65,0.96,0.95,0.96,0.23,0.65,0.96,73
2021-3-16/21:46:48,ozone,1,100,0,0,None,Naive-Bayes,273,73.08,469,26.92,0.19,0.27,0.51,238.74,216.44,1742,0.73,0.15,0.94,0.73,0.8,0.3,0.88,0.95,606,71.72,239,28.28,0.08,0.28,0.53,342.83,328.95,845,0.72,0.19,0.97,0.72,0.81,0.18,0.86,0.97,73
2021-3-16/21:47:0,ozone,1,100,0,0,None,SVM,638,94.03,104,5.97,0,0.06,0.24,52.96,103.13,1742,0.94,0.94,NaN,0.94,NaN,NaN,0.5,0.89,824,97.51,21,2.49,0,0.02,0.16,30.28,98.75,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.95,73
2021-4-20/1:48:34,ozone,1,100,0,1,CFS,C4.5,204,98.55,3,1.45,0.97,0.03,0.11,5.14,22.67,207,0.99,0.01,0.99,0.99,0.99,0.97,1,1,635,75.15,210,24.85,0.12,0.24,0.48,48.26,95.96,845,0.75,0.05,0.98,0.75,0.84,0.24,0.88,0.97,20
2021-4-20/1:48:39,ozone,1,100,0,1,CFS,IB1,207,100,0,0,1,0,0,0.96,0.96,207,1,0,1,1,1,1,1,1,635,75.15,210,24.85,0.1,0.25,0.5,49.96,98.78,845,0.75,0.19,0.97,0.75,0.84,0.2,0.78,0.97,20
2021-4-20/1:48:37,ozone,1,100,0,1,CFS,Naive-Bayes,178,85.99,29,14.01,0.72,0.15,0.36,29.06,72.4,207,0.86,0.14,0.86,0.86,0.86,0.72,0.92,0.91,624,73.85,221,26.15,0.11,0.26,0.5,51.85,98.85,845,0.74,0.05,0.98,0.74,0.83,0.24,0.9,0.98,20
2021-4-20/1:48:42,ozone,1,100,0,1,CFS,SVM,181,87.44,26,12.56,0.75,0.13,0.35,25.12,70.88,207,0.87,0.13,0.88,0.87,0.87,0.75,0.87,0.83,647,76.57,198,23.43,0.12,0.23,0.48,46.65,96.37,845,0.77,0.1,0.97,0.77,0.85,0.24,0.83,0.97,20
2021-3-20/17:21:30,ozone,1,100,0,1,None,C4.5,204,98.55,3,1.45,0.97,0.03,0.11,5.15,22.7,207,0.99,0.01,0.99,0.99,0.99,0.97,1,1,615,72.78,230,27.22,0.09,0.28,0.52,55.46,102.73,845,0.73,0.15,0.97,0.73,0.82,0.2,0.83,0.97,73
2021-3-20/17:21:36,ozone,1,100,0,1,None,IB1,207,100,0,0,1,0,0,0.96,0.96,207,1,0,1,1,1,1,1,1,641,75.86,204,24.14,0.09,0.24,0.49,48.56,97.36,845,0.76,0.24,0.97,0.76,0.84,0.19,0.76,0.96,73
2021-3-20/17:21:33,ozone,1,100,0,1,None,Naive-Bayes,170,82.13,37,17.87,0.64,0.18,0.42,36.83,84.2,207,0.82,0.18,0.84,0.82,0.82,0.66,0.89,0.86,588,69.59,257,30.41,0.09,0.3,0.55,60.49,108.71,845,0.7,0.1,0.97,0.7,0.8,0.2,0.87,0.97,73
2021-3-20/17:21:39,ozone,1,100,0,1,None,SVM,188,90.82,19,9.18,0.82,0.09,0.3,18.36,60.59,207,0.91,0.09,0.91,0.91,0.91,0.82,0.91,0.87,693,82.01,152,17.99,0.16,0.18,0.42,35.81,84.44,845,0.82,0.1,0.97,0.82,0.88,0.28,0.86,0.97,73
2021-4-17/10:30:4,ozone,1,100,20,0,CFS,C4.5,2050,99.08,19,0.92,0.9,0.02,0.09,17.77,42.24,2069,0.99,0.15,0.99,0.99,0.99,0.9,0.98,0.99,799,94.56,46,5.44,0.23,0.06,0.23,82.27,144.55,845,0.95,0.6,0.96,0.95,0.95,0.25,0.67,0.96,21
2021-4-17/10:30:12,ozone,1,100,20,0,CFS,IB1,2069,100,0,0,1,0,0,0.5,0.22,2069,1,0,1,1,1,1,1,1,805,95.27,40,4.73,0.29,0.05,0.22,65.41,137.81,845,0.95,0.56,0.97,0.95,0.96,0.3,0.7,0.96,21
2021-4-17/10:30:7,ozone,1,100,20,0,CFS,Naive-Bayes,1639,79.22,430,20.78,0.24,0.21,0.44,217.32,201.72,2069,0.79,0.12,0.95,0.79,0.85,0.34,0.91,0.97,653,77.28,192,22.72,0.13,0.22,0.45,301.34,287.16,845,0.77,0.1,0.97,0.77,0.85,0.24,0.91,0.98,21
2021-4-17/10:30:15,ozone,1,100,20,0,CFS,SVM,1965,94.97,104,5.03,0,0.05,0.22,52.43,102.61,2069,0.95,0.95,NaN,0.95,NaN,NaN,0.5,0.91,824,97.51,21,2.49,0,0.02,0.16,34.03,99.9,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.95,21
2021-3-24/11:14:33,ozone,1,100,20,0,None,C4.5,55,99.32,14,0.68,0.93,0.01,0.08,12.83,35.89,2069,0.99,0.1,0.99,0.99,0.99,0.93,0.99,1,812,96.09,33,3.91,0.28,0.04,0.2,59.35,125.38,845,0.96,0.65,0.96,0.96,0.96,0.28,0.63,0.96,73
2021-3-24/11:14:46,ozone,1,100,20,0,None,IB1,69,100,0,0,1,0,0,0.5,0.22,2069,1,0,1,1,1,1,1,1,801,94.79,44,5.21,0.19,0.05,0.23,71.89,144.53,845,0.95,0.7,0.96,0.95,0.95,0.2,0.63,0.96,73
2021-3-24/11:14:37,ozone,1,100,20,0,None,Naive-Bayes,500,72.5,569,27.5,0.17,0.27,0.52,286.32,237.06,2069,0.72,0.15,0.95,0.72,0.8,0.27,0.88,0.95,610,72.19,235,27.81,0.08,0.28,0.52,381.11,330.78,845,0.72,0.19,0.97,0.72,0.82,0.18,0.86,0.97,73
2021-3-24/11:14:51,ozone,1,100,20,0,None,SVM,965,94.97,104,5.03,0,0.05,0.22,52.43,102.61,2069,0.95,0.95,NaN,0.95,NaN,NaN,0.5,0.91,824,97.51,21,2.49,0,0.02,0.16,34.03,99.9,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.95,73
2021-4-17/10:31:35,ozone,1,100,40,0,CFS,C4.5,2369,98.83,28,1.17,0.85,0.02,0.1,25.96,51.06,2397,0.99,0.21,0.99,0.99,0.99,0.85,0.97,0.99,809,95.74,36,4.26,0.26,0.05,0.2,74.71,125.96,845,0.96,0.65,0.96,0.96,0.96,0.26,0.64,0.96,20
2021-4-17/10:31:44,ozone,1,100,40,0,CFS,IB1,2397,100,0,0,1,0,0,0.5,0.2,2397,1,0,1,1,1,1,1,1,806,95.38,39,4.62,0.24,0.05,0.21,70.03,136.94,845,0.95,0.65,0.96,0.95,0.96,0.25,0.65,0.96,20
2021-4-17/10:31:38,ozone,1,100,40,0,CFS,Naive-Bayes,1939,80.89,458,19.11,0.23,0.19,0.42,228.14,204.89,2397,0.81,0.13,0.96,0.81,0.86,0.33,0.91,0.97,667,78.93,178,21.07,0.13,0.2,0.43,306.62,276.45,845,0.79,0.14,0.97,0.79,0.86,0.24,0.9,0.98,20
2021-4-17/10:31:47,ozone,1,100,40,0,CFS,SVM,2293,95.66,104,4.34,0,0.04,0.21,52.05,102.24,2397,0.96,0.96,NaN,0.96,NaN,NaN,0.5,0.92,824,97.51,21,2.49,0,0.02,0.16,37.4,100.53,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.95,20
2021-3-16/21:48:43,ozone,1,100,40,0,None,C4.5,380,99.29,17,0.71,0.91,0.01,0.08,16.54,40.76,2397,0.99,0.15,0.99,0.99,0.99,0.91,0.96,0.99,806,95.38,39,4.62,0.24,0.05,0.21,78.4,136.58,845,0.95,0.65,0.96,0.95,0.96,0.25,0.61,0.96,73
2021-3-16/21:48:58,ozone,1,100,40,0,None,IB1,397,100,0,0,1,0,0,0.5,0.2,2397,1,0,1,1,1,1,1,1,805,95.27,40,4.73,0.21,0.05,0.22,71.81,138.68,845,0.95,0.7,0.96,0.95,0.96,0.21,0.63,0.96,73
2021-3-16/21:48:47,ozone,1,100,40,0,None,Naive-Bayes,724,71.92,673,28.08,0.14,0.28,0.52,335.96,256.89,2397,0.72,0.15,0.95,0.72,0.8,0.25,0.88,0.96,614,72.66,231,27.34,0.09,0.28,0.52,414,330.81,845,0.73,0.19,0.97,0.73,0.82,0.18,0.86,0.97,73
2021-3-16/21:49:3,ozone,1,100,40,0,None,SVM,293,95.66,104,4.34,0,0.04,0.21,52.05,102.24,2397,0.96,0.96,NaN,0.96,NaN,NaN,0.5,0.92,824,97.51,21,2.49,0,0.02,0.16,37.4,100.53,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.95,73
2021-4-17/10:33:17,ozone,1,100,100,0,CFS,C4.5,3336,98.67,45,1.33,0.73,0.02,0.1,35.26,59.51,3381,0.99,0.38,0.99,0.99,0.98,0.75,0.96,0.99,814,96.33,31,3.67,0.23,0.04,0.18,80.59,117.21,845,0.96,0.74,0.96,0.96,0.96,0.23,0.84,0.97,18
2021-4-17/10:33:28,ozone,1,100,100,0,CFS,IB1,3381,100,0,0,1,0,0,0.49,0.17,3381,1,0,1,1,1,1,1,1,811,95.98,34,4.02,0.13,0.04,0.2,74.54,128.71,845,0.96,0.84,0.96,0.96,0.96,0.13,0.56,0.95,18
2021-4-17/10:33:20,ozone,1,100,100,0,CFS,Naive-Bayes,2795,82.67,586,17.33,0.19,0.17,0.39,288.68,227.94,3381,0.83,0.14,0.97,0.83,0.88,0.3,0.91,0.98,685,81.07,160,18.93,0.14,0.18,0.41,337.9,260.3,845,0.81,0.19,0.97,0.81,0.88,0.24,0.89,0.98,18
2021-4-17/10:33:31,ozone,1,100,100,0,CFS,SVM,3277,96.92,104,3.08,0,0.03,0.18,51.36,101.57,3381,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.94,824,97.51,21,2.49,0,0.02,0.16,45.73,101.19,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.95,18
2021-3-16/21:51:4,ozone,1,100,100,0,None,C4.5,365,99.53,16,0.47,0.92,0.01,0.07,14.92,38.72,3381,0.99,0.11,0.99,0.99,0.99,0.92,0.99,1,810,95.86,35,4.14,0.13,0.04,0.2,79.77,126.89,845,0.96,0.84,0.96,0.96,0.96,0.13,0.62,0.96,73
2021-3-16/21:51:25,ozone,1,100,100,0,None,IB1,381,100,0,0,1,0,0,0.49,0.17,3381,1,0,1,1,1,1,1,1,807,95.5,38,4.5,0.15,0.05,0.21,83.24,136.07,845,0.95,0.79,0.96,0.95,0.96,0.15,0.58,0.96,73
2021-3-16/21:51:9,ozone,1,100,100,0,None,Naive-Bayes,448,72.4,933,27.6,0.11,0.28,0.52,460.7,300.19,3381,0.72,0.16,0.96,0.72,0.81,0.21,0.88,0.97,617,73.02,228,26.98,0.09,0.27,0.51,496.38,329.71,845,0.73,0.19,0.97,0.73,0.82,0.18,0.86,0.97,73
2021-3-16/21:51:31,ozone,1,100,100,0,None,SVM,277,96.92,104,3.08,0,0.03,0.18,51.36,101.57,3381,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.94,824,97.51,21,2.49,0,0.02,0.16,45.73,101.19,845,0.97,0.97,NaN,0.97,NaN,NaN,0.5,0.95,73
2021-4-17/10:34:14,ozone,1,300,0,0,CFS,C4.5,1829,99.08,17,0.92,0.95,0.02,0.09,7.88,28.09,1846,0.99,0.04,0.99,0.99,0.99,0.95,1,1,800,94.67,45,5.33,0.26,0.06,0.22,42.48,124.89,845,0.95,0.56,0.97,0.95,0.95,0.28,0.68,0.96,22
2021-4-17/10:34:21,ozone,1,300,0,0,CFS,IB1,1846,100,0,0,1,0,0,0.27,0.17,1846,1,0,1,1,1,1,1,1,792,93.73,53,6.27,0.25,0.06,0.25,47.76,139.88,845,0.94,0.51,0.97,0.94,0.95,0.28,0.71,0.96,22
2021-4-17/10:34:16,ozone,1,300,0,0,CFS,Naive-Bayes,1523,82.5,323,17.5,0.45,0.18,0.4,87.85,127.45,1846,0.82,0.12,0.92,0.82,0.85,0.51,0.93,0.96,687,81.3,158,18.7,0.15,0.19,0.41,140.9,231.78,845,0.81,0.14,0.97,0.81,0.88,0.26,0.9,0.98,22
2021-4-17/10:34:24,ozone,1,300,0,0,CFS,SVM,1683,91.17,163,8.83,0.4,0.09,0.3,44.09,93.98,1846,0.91,0.61,0.9,0.91,0.9,0.45,0.65,0.85,817,96.69,28,3.31,0.21,0.03,0.18,25.04,101.73,845,0.97,0.79,0.96,0.97,0.96,0.21,0.59,0.96,22
2021-3-16/21:52:30,ozone,1,300,0,0,None,C4.5,832,99.24,14,0.76,0.96,0.01,0.08,6.96,26.41,1846,0.99,0.04,0.99,0.99,0.99,0.96,1,1,792,93.73,53,6.27,0.16,0.07,0.25,50.33,138.44,845,0.94,0.7,0.96,0.94,0.95,0.17,0.59,0.96,73
2021-3-16/21:52:42,ozone,1,300,0,0,None,IB1,846,100,0,0,1,0,0,0.27,0.17,1846,1,0,1,1,1,1,1,1,793,93.85,52,6.15,0.23,0.06,0.25,46.86,138.55,845,0.94,0.56,0.96,0.94,0.95,0.25,0.69,0.96,73
2021-3-16/21:52:33,ozone,1,300,0,0,None,Naive-Bayes,390,75.3,456,24.7,0.33,0.25,0.49,122.56,154.92,1846,0.75,0.14,0.9,0.75,0.8,0.41,0.89,0.92,625,73.96,220,26.04,0.09,0.26,0.51,197.28,283.74,845,0.74,0.19,0.97,0.74,0.83,0.19,0.84,0.97,73
2021-3-16/21:52:46,ozone,1,300,0,0,None,SVM,746,94.58,100,5.42,0.71,0.05,0.23,27.05,73.61,1846,0.95,0.29,0.94,0.95,0.94,0.71,0.83,0.92,814,96.33,31,3.67,0.32,0.04,0.19,27.72,107.04,845,0.96,0.6,0.97,0.96,0.96,0.32,0.68,0.96,73
2021-4-20/1:49:12,ozone,1,300,0,1,CFS,C4.5,404,97.35,11,2.65,0.95,0.05,0.15,9.42,30.7,415,0.97,0.03,0.97,0.97,0.97,0.95,0.99,0.99,695,82.25,150,17.75,0.14,0.18,0.4,35.42,80.74,845,0.82,0.24,0.97,0.82,0.88,0.23,0.74,0.96,23
2021-4-20/1:49:17,ozone,1,300,0,1,CFS,IB1,415,100,0,0,1,0,0,0.48,0.48,415,1,0,1,1,1,1,1,1,692,81.89,153,18.11,0.13,0.18,0.42,36.44,84.71,845,0.82,0.24,0.97,0.82,0.88,0.23,0.79,0.97,23
2021-4-20/1:49:14,ozone,1,300,0,1,CFS,Naive-Bayes,353,85.06,62,14.94,0.7,0.15,0.37,29.34,74.13,415,0.85,0.15,0.85,0.85,0.85,0.71,0.94,0.93,666,78.82,179,21.18,0.13,0.21,0.44,42.33,88.64,845,0.79,0.14,0.97,0.79,0.86,0.24,0.89,0.98,23
2021-4-20/1:49:20,ozone,1,300,0,1,CFS,SVM,368,88.67,47,11.33,0.77,0.11,0.34,22.65,67.31,415,0.89,0.11,0.89,0.89,0.89,0.78,0.89,0.84,710,84.02,135,15.98,0.18,0.16,0.4,31.88,79.76,845,0.84,0.1,0.97,0.84,0.89,0.3,0.87,0.97,23
2021-3-26/12:23:38,ozone,1,300,0,1,None,C4.5,409,98.55,6,1.45,0.97,0.03,0.11,5.21,22.82,415,0.99,0.01,0.99,0.99,0.99,0.97,1,0.99,724,85.68,121,14.32,0.17,0.16,0.38,31.52,75.64,845,0.86,0.24,0.97,0.86,0.9,0.27,0.74,0.96,73
2021-3-26/12:23:45,ozone,1,300,0,1,None,IB1,415,100,0,0,1,0,0,0.48,0.48,415,1,0,1,1,1,1,1,1,696,82.37,149,17.63,0.14,0.18,0.42,35.5,83.59,845,0.82,0.24,0.97,0.82,0.88,0.23,0.79,0.97,73
2021-3-26/12:23:41,ozone,1,300,0,1,None,Naive-Bayes,336,80.96,79,19.04,0.62,0.19,0.43,37.63,85.3,415,0.81,0.19,0.82,0.81,0.81,0.63,0.89,0.86,612,72.43,233,27.57,0.09,0.28,0.52,55.16,103.92,845,0.72,0.19,0.97,0.72,0.82,0.18,0.84,0.97,73
2021-3-26/12:23:48,ozone,1,300,0,1,None,SVM,380,91.57,35,8.43,0.83,0.08,0.29,16.87,58.08,415,0.92,0.08,0.92,0.92,0.92,0.83,0.92,0.88,737,87.22,108,12.78,0.23,0.13,0.36,25.5,71.34,845,0.87,0.1,0.98,0.87,0.91,0.34,0.89,0.97,73
2021-4-17/10:35:43,ozone,1,300,20,0,CFS,C4.5,2145,98.71,28,1.29,0.93,0.02,0.11,13.02,36.11,2173,0.99,0.07,0.99,0.99,0.99,0.93,1,0.99,794,93.96,51,6.04,0.16,0.06,0.23,55.25,136.65,845,0.94,0.7,0.96,0.94,0.95,0.17,0.72,0.96,22
2021-4-17/10:35:51,ozone,1,300,20,0,CFS,IB1,2173,100,0,0,1,0,0,0.26,0.16,2173,1,0,1,1,1,1,1,1,800,94.67,45,5.33,0.28,0.05,0.23,46.2,134.73,845,0.95,0.51,0.97,0.95,0.96,0.3,0.72,0.96,22
2021-4-17/10:35:45,ozone,1,300,20,0,CFS,Naive-Bayes,1772,81.55,401,18.45,0.39,0.18,0.41,106.61,140.48,2173,0.81,0.13,0.92,0.81,0.85,0.46,0.93,0.96,682,80.71,163,19.29,0.14,0.19,0.42,163.39,244.93,845,0.81,0.14,0.97,0.81,0.87,0.25,0.91,0.98,22
2021-4-17/10:35:54,ozone,1,300,20,0,CFS,SVM,1974,90.84,199,9.16,0.13,0.09,0.3,52.81,102.86,2173,0.91,0.83,0.89,0.91,0.88,0.22,0.54,0.84,823,97.4,22,2.6,0.15,0.03,0.16,22.41,94.25,845,0.97,0.88,0.96,0.97,0.97,0.19,0.55,0.95,22
2021-3-25/21:5:12,ozone,1,300,20,0,None,C4.5,160,99.4,13,0.6,0.97,0.01,0.07,6.39,25.31,2173,0.99,0.04,0.99,0.99,0.99,0.96,1,1,797,94.32,48,5.68,0.27,0.06,0.23,50.7,136.1,845,0.94,0.51,0.97,0.94,0.95,0.29,0.72,0.96,73
2021-3-25/21:5:25,ozone,1,300,20,0,None,IB1,173,100,0,0,1,0,0,0.26,0.16,2173,1,0,1,1,1,1,1,1,795,94.08,50,5.92,0.22,0.06,0.24,51.28,142.02,845,0.94,0.6,0.96,0.94,0.95,0.23,0.67,0.96,73
2021-3-25/21:5:15,ozone,1,300,20,0,None,Naive-Bayes,623,74.69,550,25.31,0.29,0.25,0.5,146.01,169.15,2173,0.75,0.14,0.91,0.75,0.8,0.38,0.89,0.93,626,74.08,219,25.92,0.09,0.26,0.51,223.15,295.62,845,0.74,0.19,0.97,0.74,0.83,0.19,0.84,0.97,73
2021-3-25/21:5:30,ozone,1,300,20,0,None,SVM,62,94.89,111,5.11,0.67,0.05,0.23,29.46,76.82,2173,0.95,0.34,0.95,0.95,0.95,0.68,0.8,0.92,817,96.69,28,3.31,0.32,0.03,0.18,28.52,106.33,845,0.97,0.65,0.97,0.97,0.97,0.32,0.66,0.96,73
2021-4-17/10:37:15,ozone,1,300,40,0,CFS,C4.5,2475,98.96,26,1.04,0.93,0.02,0.1,11.95,34.6,2501,0.99,0.07,0.99,0.99,0.99,0.93,0.99,1,798,94.44,47,5.56,0.18,0.06,0.23,55.64,137.09,845,0.94,0.7,0.96,0.94,0.95,0.18,0.57,0.96,18
2021-4-17/10:37:24,ozone,1,300,40,0,CFS,IB1,2501,100,0,0,1,0,0,0.26,0.14,2501,1,0,1,1,1,1,1,1,801,94.79,44,5.21,0.33,0.05,0.23,50.31,137.12,845,0.95,0.42,0.97,0.95,0.96,0.36,0.77,0.97,18
2021-4-17/10:37:18,ozone,1,300,40,0,CFS,Naive-Bayes,2088,83.49,413,16.51,0.39,0.17,0.39,109.07,140.1,2501,0.83,0.14,0.93,0.83,0.87,0.46,0.93,0.96,707,83.67,138,16.33,0.17,0.17,0.39,160.25,233.17,845,0.84,0.14,0.97,0.84,0.89,0.28,0.9,0.98,18
2021-4-17/10:37:27,ozone,1,300,40,0,CFS,SVM,2298,91.88,203,8.12,0.04,0.08,0.28,53.13,103.17,2501,0.92,0.9,0.93,0.92,0.88,0.15,0.51,0.85,823,97.4,22,2.6,0,0.03,0.16,24.99,96.99,845,0.97,0.97,0.95,0.97,0.96,0,0.5,0.95,18
2021-3-16/21:54:30,ozone,1,300,40,0,None,C4.5,485,99.36,16,0.64,0.96,0.01,0.08,7.68,27.73,2501,0.99,0.05,0.99,0.99,0.99,0.96,1,1,807,95.5,38,4.5,0.25,0.05,0.21,46.27,124.89,845,0.95,0.65,0.96,0.95,0.96,0.25,0.66,0.96,73
2021-3-16/21:54:46,ozone,1,300,40,0,None,IB1,501,100,0,0,1,0,0,0.26,0.14,2501,1,0,1,1,1,1,1,1,795,94.08,50,5.92,0.17,0.06,0.24,57.12,146.17,845,0.94,0.7,0.96,0.94,0.95,0.18,0.62,0.96,73
2021-3-16/21:54:34,ozone,1,300,40,0,None,Naive-Bayes,859,74.33,642,25.67,0.26,0.26,0.5,168.76,181.79,2501,0.74,0.14,0.92,0.74,0.8,0.36,0.89,0.94,629,74.44,216,25.56,0.09,0.26,0.5,246.39,302.64,845,0.74,0.19,0.97,0.74,0.83,0.19,0.84,0.97,73
2021-3-16/21:54:50,ozone,1,300,40,0,None,SVM,389,95.52,112,4.48,0.67,0.04,0.21,29.31,76.64,2501,0.95,0.35,0.95,0.95,0.95,0.68,0.8,0.93,818,96.8,27,3.2,0.33,0.03,0.18,30.66,107.45,845,0.97,0.65,0.97,0.97,0.97,0.33,0.66,0.96,73
2021-4-17/10:39:2,ozone,1,300,100,0,CFS,C4.5,3461,99.31,24,0.69,0.94,0.01,0.08,11.68,34.21,3485,0.99,0.08,0.99,0.99,0.99,0.94,0.99,1,798,94.44,47,5.56,0.18,0.06,0.23,71.58,143.36,845,0.94,0.7,0.96,0.94,0.95,0.18,0.68,0.96,23
2021-4-17/10:39:14,ozone,1,300,100,0,CFS,IB1,3485,100,0,0,1,0,0,0.25,0.12,3485,1,0,1,1,1,1,1,1,809,95.74,36,4.26,0.34,0.04,0.21,52.4,129.31,845,0.96,0.51,0.97,0.96,0.96,0.35,0.72,0.96,23
2021-4-17/10:39:5,ozone,1,300,100,0,CFS,Naive-Bayes,2901,83.24,584,16.76,0.32,0.17,0.39,149.96,166.04,3485,0.83,0.14,0.94,0.83,0.87,0.4,0.93,0.97,697,82.49,148,17.51,0.16,0.17,0.4,213.23,251.19,845,0.82,0.14,0.97,0.82,0.88,0.27,0.9,0.98,23
